N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
635.0,한독,13640.0,520.0,-3.67%,500.0,5438.0,8711.0,285.0
636.0,흥국화재,2910.0,60.0,-2.02%,5000.0,45289.0,139661.0,1860.0
637.0,ARIRANG KOFR금리,103015.0,10.0,+0.01%,0.0,,,
638.0,미원홀딩스,80300.0,900.0,+1.13%,500.0,4993.0,4859.0,228.0
639.0,한국석유,14640.0,30.0,-0.20%,500.0,7479.0,3471.0,180.0
640.0,코람코더원리츠,4600.0,40.0,-0.86%,500.0,72.0,5151.0,37.0
641.0,TIGER 미국채30년스트립액티브(합성 H),45380.0,940.0,-2.03%,0.0,,,
642.0,금호건설,4995.0,65.0,-1.28%,5000.0,20485.0,16912.0,559.0
643.0,퍼스텍,3765.0,305.0,+8.82%,500.0,1602.0,2113.0,31.0
644.0,자이에스앤디,4725.0,105.0,-2.17%,1000.0,24790.0,19527.0,1989.0
645.0,두산우,45850.0,1500.0,-3.17%,5000.0,,,
646.0,KBSTAR 단기국공채액티브,107800.0,10.0,-0.01%,0.0,,,
647.0,아주스틸,6900.0,80.0,-1.15%,500.0,10562.0,7602.0,46.0
648.0,일진홀딩스,3690.0,55.0,-1.47%,1000.0,14339.0,15861.0,449.0
649.0,HLB글로벌,4270.0,65.0,-1.50%,500.0,446.0,1202.0,-147.0
650.0,KIB플러그에너지,763.0,12.0,+1.60%,500.0,1057.0,1927.0,129.0
651.0,코오롱모빌리티그룹,2875.0,120.0,-4.01%,500.0,,,
652.0,KODEX 미국나스닥100레버리지(합성 H),8300.0,30.0,-0.36%,0.0,,,
653.0,NH투자증권우,9510.0,140.0,-1.45%,5000.0,,,
654.0,동아지질,12680.0,360.0,-2.76%,500.0,2663.0,3723.0,-306.0
655.0,삼성 인버스 2X WTI원유 선물 ETN,119.0,1.0,+0.85%,0.0,,,
656.0,경보제약,7430.0,190.0,-2.49%,500.0,1963.0,2405.0,14.0
657.0,한세예스24홀딩스,4440.0,70.0,-1.55%,500.0,33221.0,20370.0,1929.0
658.0,화승인더,3195.0,20.0,-0.62%,500.0,19130.0,17795.0,733.0
659.0,태경산업,6040.0,170.0,-2.74%,500.0,7334.0,6250.0,549.0
660.0,서연,7470.0,230.0,-2.99%,500.0,32515.0,23235.0,1886.0
661.0,제일파마홀딩스,10960.0,420.0,-3.69%,500.0,7930.0,8657.0,-75.0
662.0,금호석유우,57900.0,1500.0,-2.53%,5000.0,,,
663.0,노루페인트,8750.0,210.0,-2.34%,500.0,7533.0,6682.0,261.0
664.0,진양홀딩스,3110.0,45.0,-1.43%,500.0,2346.0,5971.0,52.0
665.0,넥스틸,6660.0,220.0,-3.20%,500.0,6684.0,5880.0,1813.0
666.0,금강공업,5900.0,180.0,-2.96%,1000.0,7289.0,10948.0,339.0
667.0,LG우,57000.0,1100.0,-1.89%,5000.0,,,
668.0,CJ제일제당 우,128900.0,1100.0,-0.85%,5000.0,,,
669.0,키움 INDXX 미국테크탑10 ETN,17095.0,195.0,+1.15%,0.0,,,
670.0,디아이씨,4390.0,275.0,-5.89%,500.0,6959.0,6482.0,313.0
671.0,한투 레버리지 나스닥 100 ETN,33760.0,190.0,+0.57%,0.0,,,
672.0,벽산,2450.0,135.0,-5.22%,500.0,5199.0,6018.0,188.0
673.0,SOL 24-12 회사채(AA-이상)액티브,50700.0,5.0,+0.01%,0.0,,,
674.0,ACE 24-12 회사채(AA-이상)액티브,102895.0,10.0,+0.01%,0.0,,,
675.0,디아이,5910.0,110.0,-1.83%,500.0,2310.0,2746.0,112.0
676.0,대성산업,3680.0,65.0,-1.74%,5000.0,18713.0,18246.0,483.0
677.0,ARIRANG 코스피TR,13005.0,370.0,-2.77%,0.0,,,
678.0,태경비케이,6000.0,210.0,-3.38%,500.0,3451.0,3612.0,319.0
679.0,HANARO MSCI Korea TR,13890.0,295.0,-2.08%,0.0,,,
680.0,삼화페인트,6050.0,120.0,-1.94%,500.0,6460.0,5872.0,199.0
681.0,아남전자,2130.0,45.0,-2.07%,500.0,4804.0,2708.0,206.0
682.0,KBSTAR IT플러스,17580.0,525.0,-2.90%,0.0,,,
683.0,KODEX 골드선물(H),12720.0,210.0,-1.62%,0.0,,,
684.0,TIGER BBIG,6050.0,240.0,-3.82%,0.0,,,
685.0,TIGER 미국S&P500TR(H),11535.0,45.0,-0.39%,0.0,,,
686.0,페이퍼코리아,920.0,24.0,-2.54%,500.0,4100.0,5018.0,258.0
687.0,광전자,2815.0,30.0,-1.05%,500.0,1522.0,2479.0,58.0
688.0,한국공항,51500.0,1400.0,-2.65%,5000.0,4005.0,4211.0,26.0
689.0,한신기계,5010.0,250.0,-4.75%,500.0,560.0,1157.0,-41.0
690.0,덕양산업,4980.0,160.0,-3.11%,500.0,15420.0,5202.0,307.0
691.0,NI스틸,5610.0,80.0,-1.41%,500.0,3554.0,3974.0,677.0
692.0,DB금융투자,3770.0,55.0,-1.44%,5000.0,12232.0,97574.0,238.0
693.0,유수홀딩스,6120.0,190.0,-3.01%,2500.0,5576.0,5249.0,296.0
694.0,SNT에너지,21150.0,850.0,-3.86%,500.0,2029.0,4298.0,36.0
695.0,동아타이어,11500.0,130.0,-1.12%,500.0,2057.0,4744.0,224.0
696.0,세종공업,5660.0,310.0,-5.19%,500.0,18589.0,11494.0,321.0
697.0,선진,6520.0,30.0,-0.46%,500.0,18708.0,13336.0,706.0
698.0,해태제과식품,5280.0,110.0,-2.04%,500.0,5903.0,6913.0,232.0
699.0,미원화학,69800.0,1200.0,-1.69%,1000.0,2352.0,1479.0,190.0
700.0,TIGER 글로벌메타버스액티브,8355.0,5.0,-0.06%,0.0,,,
701.0,인스코비,1317.0,24.0,-1.79%,500.0,767.0,1012.0,-14.0
702.0,진흥기업,1048.0,28.0,-2.60%,500.0,6289.0,4517.0,507.0
703.0,ACE 단기통안채,100520.0,5.0,0.00%,0.0,,,
704.0,경인양행,3620.0,100.0,-2.69%,500.0,4026.0,5483.0,281.0
705.0,대창단조,5270.0,180.0,-3.30%,500.0,4215.0,3382.0,499.0
706.0,디와이,5710.0,60.0,-1.04%,500.0,10948.0,8611.0,329.0
707.0,한투 인버스 2X 코스닥150선물 ETN,7510.0,335.0,+4.67%,0.0,,,
708.0,삼영,4415.0,225.0,-4.85%,500.0,1477.0,1358.0,10.0
709.0,KODEX 차이나항셍테크,4705.0,180.0,-3.68%,0.0,,,
710.0,대성홀딩스,9290.0,330.0,-3.43%,1000.0,12532.0,13913.0,70.0
711.0,동인기연,24350.0,1950.0,-7.41%,100.0,2506.0,1985.0,427.0
712.0,현대리바트,7250.0,60.0,+0.83%,1000.0,14957.0,8542.0,-279.0
713.0,토니모리,6180.0,270.0,-4.19%,200.0,1267.0,1991.0,-73.0
714.0,태경케미컬,12810.0,450.0,-3.39%,500.0,596.0,1674.0,104.0
715.0,삼성제약,2210.0,110.0,-4.74%,500.0,518.0,1179.0,-140.0
716.0,삼성물산우B,91200.0,1900.0,-2.04%,100.0,,,
717.0,KODEX TRF3070,11945.0,5.0,+0.04%,0.0,,,
718.0,KODEX 장기종합채권(AA-이상)액티브KAP,92300.0,290.0,-0.31%,0.0,,,
719.0,동성제약,5610.0,180.0,-3.11%,1000.0,933.0,1077.0,-31.0
720.0,KBSTAR 25-11 회사채(AA-이상)액티브,52735.0,10.0,-0.02%,0.0,,,
721.0,우신시스템,7980.0,550.0,-6.45%,500.0,2545.0,2825.0,80.0
722.0,샘표,50800.0,400.0,-0.78%,1000.0,3718.0,4659.0,103.0
723.0,경동인베스트,61700.0,3100.0,-4.78%,5000.0,2755.0,5868.0,147.0
724.0,한국주철관,6380.0,60.0,-0.93%,500.0,4843.0,4246.0,140.0
725.0,극동유화,4160.0,70.0,-1.65%,500.0,12425.0,3531.0,306.0
726.0,KODEX K-메타버스액티브,7055.0,215.0,-2.96%,0.0,,,
727.0,TIGER 국고채30년스트립액티브,50865.0,340.0,-0.66%,0.0,,,
728.0,삼양통상,48300.0,300.0,-0.62%,5000.0,1788.0,4575.0,164.0
729.0,신세계푸드,37350.0,350.0,-0.93%,5000.0,14113.0,9039.0,206.0
730.0,KTcs,3365.0,300.0,-8.19%,500.0,10295.0,4161.0,243.0
731.0,노루홀딩스,10800.0,210.0,-1.91%,500.0,10379.0,11720.0,300.0
732.0,유니온머티리얼,3385.0,120.0,+3.68%,500.0,1261.0,2042.0,8.0
733.0,KBSTAR 2차전지TOP10인버스(합성),24265.0,945.0,+4.05%,0.0,,,
734.0,KODEX 미국S&P500선물(H),21985.0,90.0,-0.41%,0.0,,,
735.0,무학,4970.0,130.0,-2.55%,200.0,1528.0,6057.0,156.0
736.0,가온전선,19220.0,20.0,-0.10%,5000.0,14165.0,7523.0,285.0
737.0,대한화섬,106300.0,1600.0,-1.48%,5000.0,1509.0,8368.0,64.0
738.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),56460.0,2145.0,+3.95%,0.0,,,
739.0,효성ITX,12180.0,70.0,-0.57%,500.0,5113.0,1768.0,223.0
740.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),56300.0,1800.0,+3.30%,0.0,,,
741.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),56245.0,2055.0,+3.79%,0.0,,,
742.0,샘표식품,30750.0,900.0,+3.02%,500.0,3712.0,3503.0,111.0
743.0,TIGER 일본엔선물,8720.0,10.0,-0.11%,0.0,,,
744.0,KODEX K-로봇액티브,14990.0,430.0,-2.79%,0.0,,,
745.0,용평리조트,2905.0,75.0,-2.52%,5000.0,1433.0,8683.0,16.0
746.0,한컴라이프케어,5040.0,235.0,+4.89%,200.0,1001.0,2080.0,-13.0
747.0,휴비스,4035.0,110.0,-2.65%,5000.0,10217.0,7938.0,-830.0
748.0,동방,2900.0,50.0,+1.75%,1000.0,7585.0,5680.0,276.0
749.0,NH올원리츠,3285.0,20.0,-0.61%,500.0,227.0,6972.0,122.0
750.0,TIGER 글로벌4차산업혁신기술(합성 H),16265.0,130.0,-0.79%,0.0,,,
751.0,KCTC,4580.0,45.0,+0.99%,500.0,9204.0,6301.0,375.0
752.0,KTOP 단기금융채액티브,102175.0,10.0,+0.01%,0.0,,,
753.0,KODEX 미국나스닥100(H),13445.0,20.0,-0.15%,0.0,,,
754.0,신흥,14320.0,60.0,-0.42%,500.0,1182.0,1406.0,105.0
755.0,HDC현대EP,4250.0,115.0,-2.63%,500.0,10459.0,6033.0,204.0
756.0,한투 코스피 양매도 5% OTM ETN,8970.0,65.0,-0.72%,0.0,,,
757.0,사조동아원,948.0,9.0,-0.94%,500.0,6316.0,4817.0,153.0
758.0,신라교역,8350.0,100.0,-1.18%,500.0,4326.0,7164.0,145.0
759.0,대영포장,1230.0,22.0,+1.82%,500.0,3026.0,2474.0,119.0
760.0,KODEX 인도Nifty50,12205.0,195.0,-1.57%,0.0,,,
761.0,한투 레버리지 S&P500 선물 ETN(H),26520.0,205.0,-0.77%,0.0,,,
762.0,KODEX 미국반도체MV,16140.0,355.0,+2.25%,0.0,,,
763.0,디와이파워,11960.0,370.0,-3.00%,500.0,4190.0,3275.0,270.0
764.0,신일전자,1857.0,36.0,-1.90%,500.0,2027.0,1529.0,28.0
765.0,신원,1283.0,27.0,-2.06%,500.0,9954.0,5101.0,334.0
766.0,KODEX 2차전지핵심소재10 Fn,8410.0,340.0,-3.89%,0.0,,,
767.0,ACE 11월만기자동연장회사채AA-이상액티브,10100.0,0.0,0.00%,0.0,,,
768.0,KODEX 삼성그룹밸류,8130.0,225.0,-2.69%,0.0,,,
769.0,TIGER 투자등급회사채액티브,107965.0,130.0,-0.12%,0.0,,,
770.0,미래에셋 코스피 양매도 5% OTM ETN,8715.0,0.0,0.00%,0.0,,,
771.0,삼일제약,8550.0,700.0,+8.92%,500.0,1797.0,3567.0,40.0
772.0,KODEX 미국나스닥100선물(H),20025.0,30.0,-0.15%,0.0,,,
773.0,성창기업지주,1860.0,43.0,-2.26%,500.0,2275.0,8203.0,-115.0
774.0,수산중공업,2060.0,60.0,-2.83%,500.0,2863.0,2617.0,226.0
775.0,에이프로젠바이오로직스,193.0,8.0,-3.98%,500.0,652.0,6761.0,-54.0
776.0,대신증권2우B,12800.0,70.0,-0.54%,5000.0,,,
777.0,HANARO Fn조선해운,9865.0,205.0,-2.04%,0.0,,,
778.0,이구산업,3815.0,125.0,-3.17%,500.0,4296.0,3372.0,137.0
779.0,아모레G3우(전환),17840.0,190.0,-1.05%,500.0,,,
780.0,유니퀘스트,5800.0,330.0,-5.38%,500.0,7395.0,6107.0,409.0
781.0,TIGER 여행레저,3420.0,55.0,-1.58%,0.0,,,
782.0,강남제비스코,19390.0,280.0,-1.42%,1000.0,6732.0,9578.0,44.0
783.0,KBSTAR iSelect메타버스,6335.0,215.0,-3.28%,0.0,,,
784.0,미창석유,71700.0,1300.0,-1.78%,5000.0,4188.0,3573.0,440.0
785.0,종근당바이오,22350.0,550.0,-2.40%,2500.0,1560.0,3126.0,-148.0
786.0,동부건설,5340.0,30.0,-0.56%,5000.0,14612.0,15817.0,413.0
787.0,KTOP K200액티브,10300.0,260.0,-2.46%,0.0,,,
788.0,디씨엠,10700.0,190.0,-1.74%,500.0,2406.0,3070.0,245.0
789.0,TIGER 미국채10년선물,11830.0,60.0,+0.51%,0.0,,,
790.0,한국내화,2965.0,85.0,-2.79%,500.0,3588.0,3260.0,105.0
791.0,조선선재,96700.0,1600.0,-1.63%,500.0,670.0,1451.0,94.0
792.0,금호에이치티,619.0,13.0,-2.06%,500.0,2778.0,4266.0,93.0
793.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,16850.0,165.0,+0.99%,0.0,,,
794.0,SOL 미국배당다우존스(H),10540.0,80.0,-0.75%,0.0,,,
795.0,현대약품,3785.0,135.0,-3.44%,500.0,1627.0,1812.0,80.0
796.0,테이팩스,25400.0,850.0,-3.24%,500.0,1823.0,1976.0,255.0
797.0,계룡건설,13470.0,340.0,-2.46%,5000.0,29497.0,25600.0,1328.0
798.0,한솔홀딩스,2850.0,20.0,-0.70%,1000.0,4672.0,7233.0,191.0
799.0,유화증권,2105.0,30.0,-1.41%,1000.0,221.0,6893.0,-29.0
800.0,영풍제지,2560.0,40.0,-1.54%,500.0,1054.0,2037.0,78.0
801.0,TIGER 은행고배당플러스TOP10,9785.0,100.0,-1.01%,0.0,,,
802.0,TIGER 미국MSCI리츠(합성 H),12415.0,90.0,-0.72%,0.0,,,
803.0,ACE KRX금현물,12480.0,45.0,-0.36%,0.0,,,
804.0,인지컨트롤스,7450.0,280.0,-3.62%,500.0,5700.0,6069.0,171.0
805.0,한국수출포장,2935.0,140.0,-4.55%,500.0,3414.0,3455.0,257.0
806.0,KOSEF 단기자금,101610.0,20.0,+0.02%,0.0,,,
807.0,SOL 25-09 회사채(AA-이상)액티브,51295.0,15.0,-0.03%,0.0,,,
808.0,황금에스티,6850.0,130.0,-1.86%,500.0,3334.0,4819.0,465.0
809.0,대창,1274.0,30.0,-2.30%,500.0,14413.0,8402.0,91.0
810.0,HANARO Fn K-반도체,9650.0,180.0,-1.83%,0.0,,,
811.0,휴니드,8200.0,980.0,+13.57%,5000.0,2225.0,3041.0,127.0
812.0,세아특수강,13430.0,290.0,-2.11%,5000.0,10744.0,6902.0,288.0
813.0,TIGER Fn메타버스,7050.0,235.0,-3.23%,0.0,,,
814.0,동남합성,32800.0,300.0,-0.91%,500.0,1934.0,921.0,135.0
815.0,TIGER 코스닥150,13445.0,345.0,-2.50%,0.0,,,
816.0,TIGER 코스피,25365.0,625.0,-2.40%,0.0,,,
817.0,삼원강재,2840.0,45.0,-1.56%,500.0,3641.0,2937.0,165.0
818.0,한양증권,8920.0,60.0,-0.67%,5000.0,11171.0,15029.0,372.0
819.0,HANARO Fn K-POP&미디어,7895.0,120.0,-1.50%,0.0,,,
820.0,KH 필룩스,1326.0,0.0,0.00%,500.0,1643.0,12460.0,-214.0
821.0,와이투솔루션,3080.0,200.0,-6.10%,2500.0,1205.0,1266.0,18.0
822.0,경동도시가스,19060.0,270.0,-1.40%,2500.0,23049.0,10676.0,253.0
823.0,BNK 24-11 회사채(AA-이상)액티브,50735.0,10.0,+0.02%,0.0,,,
824.0,미래에셋 인버스 2X 코스닥150 선물 ETN,7485.0,330.0,+4.61%,0.0,,,
825.0,일동홀딩스,9700.0,180.0,-1.82%,1000.0,6755.0,8626.0,-984.0
826.0,KODEX 배당가치,12295.0,260.0,-2.07%,0.0,,,
827.0,삼화전기,16910.0,970.0,-5.43%,1000.0,2391.0,1391.0,136.0
828.0,덕성,7120.0,260.0,-3.52%,500.0,1333.0,1252.0,52.0
829.0,CJ우,49250.0,650.0,-1.30%,5000.0,,,
830.0,히어로즈 단기채권ESG액티브,105515.0,5.0,0.00%,0.0,,,
831.0,TIMEFOLIO K바이오액티브,8265.0,305.0,-3.56%,0.0,,,
832.0,TIGER 차이나과창판STAR50(합성),5750.0,10.0,-0.17%,0.0,,,
833.0,인천도시가스,25250.0,50.0,-0.20%,5000.0,7285.0,4231.0,81.0
834.0,두올,3335.0,120.0,-3.47%,2500.0,5660.0,4622.0,133.0
835.0,팜스코,2990.0,120.0,-3.86%,500.0,19015.0,12232.0,188.0
836.0,성안,1626.0,23.0,-1.39%,500.0,725.0,1239.0,-15.0
837.0,DRB동일,5480.0,220.0,-3.86%,500.0,6618.0,9452.0,121.0
838.0,HK 종합채권(AA-이상)액티브,102775.0,0.0,0.00%,0.0,,,
839.0,KODEX 바이오,7700.0,245.0,-3.08%,0.0,,,
840.0,SOL 초단기채권액티브,50505.0,5.0,+0.01%,0.0,,,
841.0,청호ICT,2490.0,0.0,0.00%,500.0,225.0,300.0,-50.0
842.0,팜젠사이언스,5950.0,250.0,-4.03%,500.0,1509.0,3174.0,75.0
843.0,KBSTAR 코스피,25405.0,580.0,-2.23%,0.0,,,
844.0,화성산업,10500.0,100.0,-0.94%,5000.0,6457.0,7461.0,145.0
845.0,ACE 미국달러SOFR금리(합성),10505.0,75.0,+0.72%,0.0,,,
846.0,동일산업,43850.0,900.0,-2.01%,5000.0,4981.0,4994.0,226.0
847.0,한투 블룸버그 인버스 2X 천연가스선물 ETN,53000.0,2465.0,+4.88%,0.0,,,
848.0,ACE 중국본토CSI300,21765.0,75.0,+0.35%,0.0,,,
849.0,KODEX 26-12 회사채(AA-이상)액티브,10085.0,0.0,0.00%,0.0,,,
850.0,HANARO 200TR,41095.0,970.0,-2.31%,0.0,,,
851.0,미래에셋글로벌리츠,2645.0,65.0,-2.40%,1000.0,125.0,3523.0,44.0
852.0,한국특강,1727.0,54.0,-3.03%,500.0,7959.0,5498.0,307.0
853.0,TIGER 바이오TOP10,6025.0,190.0,-3.06%,0.0,,,
854.0,이지스레지던스리츠,3685.0,20.0,-0.54%,1000.0,152.0,3594.0,108.0
855.0,태양금속,2845.0,80.0,-2.74%,500.0,5695.0,4910.0,159.0
856.0,ACE 26-06 회사채(AA-이상)액티브,10355.0,10.0,-0.10%,0.0,,,
857.0,메리츠 3X 레버리지 국채30년 ETN,52130.0,970.0,-1.83%,0.0,,,
858.0,모나리자,2850.0,95.0,-3.23%,500.0,1209.0,978.0,29.0
859.0,SK이노베이션우,83400.0,2400.0,-2.80%,5000.0,,,
860.0,TIGER 글로벌혁신블루칩TOP10,10345.0,20.0,+0.19%,0.0,,,
861.0,국제약품,4910.0,160.0,-3.16%,1000.0,1266.0,1366.0,53.0
862.0,아센디오,1003.0,41.0,-3.93%,500.0,186.0,732.0,-90.0
863.0,KTOP 25-08 회사채(A+이상)액티브,102600.0,15.0,-0.01%,0.0,,,
864.0,방림,2435.0,35.0,-1.42%,500.0,1319.0,2435.0,-41.0
865.0,한국화장품제조,22650.0,800.0,-3.41%,500.0,1039.0,827.0,43.0
866.0,조흥,170400.0,2700.0,-1.56%,5000.0,3240.0,4338.0,150.0
867.0,태영건설,2625.0,165.0,-5.91%,500.0,26051.0,43233.0,915.0
868.0,WOORI 25-09 회사채(AA-이상)액티브,51495.0,20.0,-0.04%,0.0,,,
869.0,한국화장품,6330.0,200.0,-3.06%,500.0,660.0,439.0,0.0
870.0,KODEX 국고채10년액티브,105320.0,420.0,-0.40%,0.0,,,
871.0,화승코퍼레이션,2025.0,140.0,-6.47%,500.0,15854.0,11772.0,432.0
872.0,CJ씨푸드,2820.0,50.0,-1.74%,500.0,1527.0,1434.0,41.0
873.0,씨티알모빌리티,11750.0,340.0,-2.81%,500.0,4231.0,2974.0,-7.0
874.0,KODEX AI반도체핵심장비,9580.0,20.0,-0.21%,0.0,,,
875.0,TIGER 배당프리미엄액티브,9805.0,230.0,-2.29%,0.0,,,
876.0,크라운제과,8060.0,120.0,-1.47%,200.0,4136.0,3302.0,176.0
877.0,신한 KOFR금리 ETN,100895.0,0.0,0.00%,0.0,,,
878.0,KBSTAR 국고채3년선물인버스,107380.0,75.0,+0.07%,0.0,,,
879.0,KTis,2890.0,130.0,-4.30%,500.0,5358.0,3962.0,195.0
880.0,대구백화점,9280.0,160.0,-1.69%,5000.0,759.0,4703.0,-163.0
881.0,신한 미국달러 SOFR금리 플러스 ETN,10040.0,95.0,+0.96%,0.0,,,
882.0,신송홀딩스,8430.0,350.0,+4.33%,500.0,2094.0,2424.0,86.0
883.0,다이나믹디자인,5720.0,10.0,+0.18%,500.0,582.0,978.0,-72.0
884.0,태평양물산,1931.0,74.0,-3.69%,500.0,10846.0,7212.0,684.0
885.0,깨끗한나라,2635.0,210.0,-7.38%,1000.0,6065.0,6610.0,38.0
886.0,HS애드,5920.0,100.0,-1.66%,1000.0,5304.0,5448.0,248.0
887.0,KBSTAR 코스닥150,12965.0,300.0,-2.26%,0.0,,,
888.0,광명전기,2255.0,100.0,-4.25%,500.0,1382.0,1722.0,46.0
889.0,웅진,1220.0,56.0,-4.39%,500.0,10498.0,10944.0,423.0
890.0,TIGER 미국나스닥100TR(H),13730.0,10.0,-0.07%,0.0,,,
891.0,TIGER 200선물인버스2X,2810.0,130.0,+4.85%,0.0,,,
892.0,코스맥스비티아이,10050.0,140.0,-1.37%,500.0,6174.0,9361.0,34.0
893.0,텔코웨어,9900.0,70.0,-0.70%,500.0,426.0,1321.0,29.0
894.0,세이브존I&C,2340.0,5.0,-0.21%,1000.0,1194.0,5736.0,92.0
895.0,유니온,6120.0,10.0,+0.16%,500.0,2350.0,3761.0,29.0
896.0,모두투어리츠,12200.0,210.0,+1.75%,5000.0,53.0,1033.0,25.0
897.0,KBSTAR 코스닥150선물레버리지,11025.0,540.0,-4.67%,0.0,,,
898.0,TIGER 미국필라델피아반도체레버리지(합성),16455.0,755.0,+4.81%,0.0,,,
899.0,TIGER 테슬라채권혼합Fn,10995.0,55.0,+0.50%,0.0,,,
900.0,삼익악기,1045.0,11.0,-1.04%,500.0,3257.0,5216.0,116.0
901.0,웰바이오텍,1039.0,39.0,-3.62%,500.0,1909.0,602.0,26.0
902.0,TIGER 차이나CSI300레버리지(합성),12390.0,100.0,-0.80%,0.0,,,
903.0,현대코퍼레이션홀딩스,10310.0,130.0,-1.25%,5000.0,1643.0,2961.0,143.0
904.0,인바이오젠,9340.0,0.0,0.00%,500.0,114.0,1418.0,-60.0
905.0,한진중공업홀딩스,3155.0,45.0,-1.41%,5000.0,14401.0,19960.0,371.0
906.0,KBSTAR Fn5G테크,10070.0,180.0,-1.76%,0.0,,,
907.0,KoAct 바이오헬스케어액티브,9970.0,325.0,-3.16%,0.0,,,
908.0,콤텍시스템,759.0,29.0,-3.68%,500.0,7098.0,5584.0,159.0
909.0,STX그린로지스,12780.0,640.0,+5.27%,2500.0,,,
910.0,TIGER 소프트웨어,9325.0,315.0,-3.27%,0.0,,,
911.0,에이플러스에셋,4050.0,40.0,-0.98%,500.0,2707.0,3453.0,14.0
912.0,두산퓨얼셀1우,6820.0,240.0,-3.40%,100.0,,,
913.0,유유제약,5340.0,40.0,-0.74%,1000.0,1389.0,1952.0,-6.0
914.0,KODEX 헬스케어,12975.0,410.0,-3.06%,0.0,,,
915.0,TIGER 미국다우존스30,24720.0,85.0,+0.35%,0.0,,,
916.0,일신석재,1162.0,46.0,-3.81%,500.0,1377.0,1162.0,39.0
917.0,동양철관,756.0,13.0,-1.69%,500.0,2662.0,1825.0,77.0
918.0,기신정기,3050.0,20.0,-0.65%,500.0,1444.0,2651.0,64.0
919.0,KBSTAR 대형고배당10TR,16235.0,355.0,-2.14%,0.0,,,
920.0,무림페이퍼,2125.0,55.0,-2.52%,2500.0,13991.0,24291.0,963.0
921.0,고려산업,3495.0,290.0,+9.05%,1000.0,2784.0,2747.0,44.0
922.0,대현,1962.0,37.0,-1.85%,500.0,3193.0,2976.0,302.0
923.0,SG세계물산,427.0,17.0,-3.83%,500.0,1613.0,3038.0,72.0
924.0,동방아그로,6340.0,10.0,-0.16%,500.0,1467.0,2165.0,93.0
925.0,KBSTAR 게임테마,8635.0,365.0,-4.06%,0.0,,,
926.0,동일고무벨트,6160.0,180.0,-2.84%,500.0,3904.0,3812.0,81.0
927.0,인팩,8560.0,30.0,-0.35%,500.0,5122.0,4112.0,208.0
928.0,SH에너지화학,770.0,0.0,0.00%,500.0,1674.0,1242.0,8.0
929.0,한투 나스닥 100 ETN,17000.0,235.0,+1.40%,0.0,,,
930.0,ACE 미국빅테크TOP7 Plus,11035.0,85.0,+0.78%,0.0,,,
931.0,크라운해태홀딩스,5720.0,80.0,-1.38%,500.0,9791.0,11538.0,384.0
932.0,KC코트렐,1666.0,65.0,-3.76%,500.0,4216.0,3235.0,36.0
933.0,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),33675.0,285.0,-0.84%,0.0,,,
934.0,TIGER 중국소비테마,5890.0,100.0,-1.67%,0.0,,,
935.0,써니전자,2285.0,75.0,-3.18%,500.0,174.0,765.0,17.0
936.0,KODEX 2차전지산업레버리지,4300.0,360.0,-7.73%,0.0,,,
937.0,플레이그램,653.0,23.0,-3.40%,100.0,1313.0,3036.0,-69.0
938.0,TIGER 미디어컨텐츠,5955.0,145.0,-2.38%,0.0,,,
939.0,제일연마,8180.0,30.0,+0.37%,500.0,834.0,1041.0,51.0
940.0,상상인증권,753.0,2.0,-0.26%,1000.0,511.0,5981.0,-8.0
941.0,신영와코루,9030.0,0.0,0.00%,500.0,2014.0,4258.0,66.0
942.0,한투 S&P500 선물 ETN,16245.0,220.0,+1.37%,0.0,,,
943.0,삼호개발,3245.0,50.0,-1.52%,500.0,3075.0,2824.0,45.0
944.0,KODEX WTI원유선물(H),13575.0,100.0,-0.73%,0.0,,,
945.0,KC그린홀딩스,3605.0,5.0,-0.14%,500.0,7112.0,7929.0,136.0
946.0,신한 레버리지 코스닥 150 선물 ETN,32320.0,1600.0,-4.72%,0.0,,,
947.0,대호에이엘,1193.0,2.0,-0.17%,500.0,1740.0,1570.0,93.0
948.0,대원전선,1119.0,41.0,-3.53%,500.0,5624.0,2460.0,13.0
949.0,한투 레버리지 천연가스 선물 ETN B,16050.0,495.0,-2.99%,0.0,,,
950.0,지엠비코리아,4190.0,55.0,-1.30%,500.0,6105.0,5508.0,111.0
951.0,신한 블룸버그 2X 천연가스 선물 ETN,15945.0,495.0,-3.01%,0.0,,,
952.0,사조오양,8440.0,130.0,-1.52%,5000.0,3691.0,3432.0,102.0
953.0,ACE 미국WideMoat가치주,22695.0,55.0,+0.24%,0.0,,,
954.0,KODEX Fn성장,13925.0,415.0,-2.89%,0.0,,,
955.0,진양산업,6070.0,150.0,-2.41%,500.0,837.0,827.0,53.0
956.0,화천기계,3585.0,205.0,-5.41%,500.0,1897.0,1614.0,13.0
957.0,한신공영,6780.0,240.0,-3.42%,5000.0,12216.0,23494.0,394.0
958.0,한솔로지스틱스,2815.0,10.0,+0.36%,500.0,10154.0,2745.0,363.0
